passengerId,longestRun
7801,16
10596,16
1972,16
7591,16
10196,16
2478,16
2773,16
10548,16
1992,16
5944,16
690,16
5414,16
6054,16
778,16
276,16
5734,16
773,16
2548,16
5487,16
1449,16
4580,16
6800,16
2446,16
5009,16
5002,16
8013,16
1762,16
9381,16
2982,16
4171,16
7747,16
8190,16
4607,16
7505,16
187,16
4319,16
5911,16
1591,15
4190,15
8105,15
451,15
2656,15
4294,15
4307,15
5740,15
10128,15
2479,15
1468,15
2294,15
5771,15
3152,15
5447,15
5592,15
8132,15
8006,15
9700,15
2610,15
5037,15
1056,15
3284,15
3865,15
7418,15
8355,15
4363,15
707,15
3963,15
727,15
4336,15
5953,15
1505,15
6993,15
8399,15
6339,15
1613,15
3919,15
7560,15
1311,15
3029,15
2941,15
10046,15
6813,15
8158,15
3172,15
6365,15
2433,15
4420,15
2699,15
2196,15
3645,15
6878,15
5325,15
11011,15
479,15
4012,15
5564,15
2653,15
5246,15
4852,15
7657,15
7581,15
1917,15
2223,15
620,15
2412,15
5716,15
6043,15
7868,15
4454,15
8563,15
2755,15
6584,15
4247,15
9300,15
1002,15
9513,15
347,15
10398,15
269,15
1045,15
8024,15
6471,15
5048,15
5411,15
6523,15
8510,15
2336,15
8212,15
8589,15
4542,15
9098,15
1248,15
8556,15
202,15
1108,15
3420,15
8117,15
4593,15
5067,15
8566,15
11296,15
5741,15
2720,15
746,15
3065,15
8194,15
8579,15
1539,15
290,15
441,15
1643,15
2174,15
5923,15
4881,15
2204,15
5792,15
1075,15
1287,15
2935,15
8106,15
4009,15
6093,15
7799,15
794,15
5304,15
7526,15
928,15
4497,15
1209,15
1356,15
3361,15
5798,15
9649,15
5136,15
3101,15
4761,15
10440,15
4814,15
8180,15
5989,15
5356,15
2719,15
394,15
889,15
3492,15
6931,15
2596,15
3851,15
9480,15
3994,15
4554,15
6858,15
3560,15
6380,15
3106,15
5978,15
740,15
1423,15
1740,15
7318,15
9676,15
2541,15
4945,15
7716,15
9063,15
335,15
352,15
7608,15
2274,15
863,15
3077,15
10661,15
75,15
6783,15
4339,15
724,15
2160,15
2432,15
5464,15
953,15
3565,15
9362,15
4551,15
11834,15
3432,15
4283,15
4449,15
2693,15
3472,15
4541,15
6733,15
9030,15
4004,15
369,15
1472,15
3442,15
6475,15
9777,15
2411,15
2476,15
248,15
119,15
3286,15
6575,15
2162,15
3536,15
9665,15
6208,15
529,15
4671,15
8981,15
901,15
1202,15
3491,15
3312,15
2586,15
4904,15
10085,15
4674,15
8048,15
2500,15
420,15
7679,15
4398,15
8289,15
1044,15
2501,15
1424,15
7565,15
1009,15
4484,15
517,15
2965,15
6357,14
7253,14
9376,14
2563,14
3226,14
5984,14
6622,14
8257,14
9517,14
3220,14
5482,14
7120,14
2392,14
6864,14
1888,14
5529,14
8350,14
683,14
8003,14
11808,14
2683,14
3445,14
1030,14
1034,14
1064,14
1772,14
9366,14
7321,14
10640,14
332,14
2754,14
1927,14
7192,14
12298,14
4538,14
5764,14
253,14
8674,14
3512,14
9601,14
223,14
926,14
4397,14
601,14
3905,14
4090,14
4177,14
9653,14
1886,14
4606,14
7919,14
625,14
8005,14
11483,14
758,14
3670,14
11513,14
2612,14
5755,14
827,14
1055,14
1300,14
618,14
694,14
291,14
7898,14
9516,14
3020,14
9725,14
1247,14
4656,14
6720,14
1595,14
8025,14
768,14
3622,14
5819,14
4438,14
9752,14
218,14
5612,14
9991,14
5016,14
9749,14
4202,14
867,14
1646,14
7680,14
5120,14
5538,14
10569,14
1021,14
3120,14
3529,14
8030,14
10802,14
3709,14
12323,14
3012,14
7220,14
871,14
2203,14
8702,14
2197,14
3677,14
4927,14
8912,14
3947,14
4204,14
7682,14
9369,14
4237,14
8824,14
826,14
1314,14
2153,14
6141,14
9659,14
117,14
11073,14
7319,14
1189,14
1452,14
455,14
4478,14
4235,14
5330,14
6289,14
2565,14
4037,14
9364,14
5094,14
5509,14
7727,14
4353,14
2468,14
5946,14
486,14
3955,14
6532,14
1696,14
7741,14
9069,14
4285,14
8269,14
324,14
3779,14
4546,14
9282,14
1403,14
5800,14
11767,14
1865,14
2271,14
10212,14
3681,14
870,14
1377,14
3934,14
4223,14
4626,14
7605,14
9466,14
1438,14
3563,14
960,14
5503,14
7685,14
7872,14
2993,14
3926,14
9738,14
687,14
2937,14
6848,14
719,14
2440,14
3157,14
3465,14
5418,14
1868,14
2665,14
7713,14
8581,14
637,14
6570,14
130,14
627,14
4058,14
5799,14
5866,14
443,14
1229,14
1555,14
5788,14
6080,14
6113,14
8398,14
9057,14
6478,14
1001,14
1230,14
2790,14
9828,14
524,14
2851,14
5058,14
5260,14
6809,14
5522,14
5653,14
7540,14
8441,14
779,14
3526,14
7656,14
1401,14
7721,14
9127,14
9699,14
3518,14
293,14
2462,14
10067,14
1325,14
3414,14
2992,14
7626,14
289,14
4193,14
10454,14
2033,14
3461,14
795,14
3974,14
5850,14
3290,14
3801,14
2234,14
3693,14
3755,14
1083,14
2207,14
5479,14
477,14
1038,14
9367,14
528,14
4841,14
6725,14
1587,14
3847,14
3716,14
5390,14
8268,14
1308,14
4791,14
1782,14
1562,14
3979,14
4072,14
7776,14
11290,14
7851,14
782,14
5175,14
7864,14
1532,14
751,14
1511,14
2503,14
5910,14
378,14
2604,14
4584,14
3957,14
574,14
1281,14
4802,14
7677,14
170,14
1196,14
4147,14
3544,14
5358,14
11896,14
298,14
865,14
913,14
4407,14
7094,14
6743,14
1024,14
4213,14
3178,14
6580,14
8956,14
147,14
11957,14
1228,14
4089,14
1693,14
2303,14
4165,14
4468,14
10460,14
5377,14
337,14
1437,14
79,14
3921,14
5873,14
3174,14
5584,14
7636,14
5533,14
6148,14
8539,14
1371,14
8320,14
2465,14
802,14
1376,14
8542,14
9068,14
873,14
5707,14
7834,14
9062,14
1526,14
2423,14
4677,14
10439,14
1338,14
716,14
1429,14
7627,14
2528,14
4019,14
9704,14
11166,14
670,14
7507,14
8871,14
18,14
947,14
2626,14
1097,14
468,14
5435,14
7811,14
2973,14
3993,14
2746,14
1138,14
2457,14
6047,14
3175,13
3794,13
7754,13
7833,13
1303,13
1975,13
3490,13
4042,13
4000,13
4957,13
5513,13
8501,13
53,13
255,13
2156,13
853,13
6010,13
8664,13
633,13
10435,13
1417,13
4182,13
1561,13
9562,13
10334,13
10371,13
126,13
756,13
3043,13
874,13
3611,13
4896,13
1031,13
1201,13
2522,13
2905,13
10015,13
300,13
1163,13
1826,13
688,13
2678,13
5095,13
6936,13
271,13
606,13
908,13
7023,13
4025,13
5401,13
7711,13
6810,13
2090,13
3679,13
3859,13
1775,13
3912,13
578,13
1077,13
8270,13
822,13
4823,13
7823,13
5905,13
1332,13
9077,13
9723,13
4280,13
1506,13
9769,13
3920,13
4384,13
416,13
2306,13
132,13
8015,13
3940,13
7902,13
1774,13
5450,13
774,13
8165,13
3970,13
10613,13
2780,13
2786,13
3059,13
1812,13
2138,13
3147,13
212,13
2600,13
4614,13
5204,13
1434,13
1616,13
1770,13
1155,13
205,13
4220,13
5777,13
998,13
3549,13
4013,13
1783,13
4993,13
2391,13
3925,13
8551,13
10536,13
4314,13
6020,13
3690,13
6088,13
2666,13
4166,13
6032,13
6086,13
6978,13
10458,13
3858,13
1191,13
3759,13
4125,13
7532,13
9977,13
732,13
5626,13
1930,13
3364,13
5010,13
6541,13
7191,13
3249,13
5132,13
5546,13
9202,13
2515,13
5463,13
9539,13
419,13
7859,13
415,13
1475,13
9351,13
1569,13
1225,13
8288,13
309,13
3943,13
4110,13
10954,13
4393,13
4647,13
7014,13
10484,13
2346,13
4460,13
511,13
1904,13
1946,13
5744,13
11123,13
2106,13
5876,13
165,13
10799,13
2620,13
3907,13
9066,13
1950,13
5982,13
9951,13
383,13
1624,13
2556,13
4281,13
9355,13
3471,13
4717,13
6051,13
10758,13
3839,13
8297,13
891,13
4059,13
6006,13
3298,13
7774,13
2164,13
7515,13
2244,13
2269,13
7451,13
8904,13
1211,13
6707,13
7139,13
8596,13
8979,13
3962,13
4274,13
485,13
2273,13
3102,13
5575,13
7846,13
1735,13
4650,13
4897,13
7603,13
229,13
4444,13
4613,13
494,13
2495,13
10837,13
4646,13
10024,13
2159,13
3959,13
4066,13
5662,13
6567,13
7825,13
1169,13
1076,13
3002,13
4682,13
5022,13
10473,13
6385,13
648,13
1498,13
1662,13
2988,13
4109,13
9259,13
8014,13
10541,13
2097,13
9696,13
9742,13
5549,13
7076,13
8383,13
1381,13
2119,13
5912,13
9495,13
9875,13
821,13
4253,13
5615,13
448,13
7151,13
10004,13
7350,13
1607,13
4260,13
5885,13
239,13
3193,13
2498,13
7899,13
10465,13
8348,13
1007,13
3597,13
9386,13
4932,13
6730,13
1214,13
5669,13
8960,13
1611,13
8093,13
759,13
1320,13
1447,13
2722,13
5410,13
249,13
4148,13
7706,13
11300,13
1389,13
1916,13
5497,13
6807,13
10308,13
816,13
8397,13
8777,13
9688,13
10731,13
5733,13
2689,13
5958,13
6749,13
8197,13
1709,13
10938,13
2505,13
1666,13
1853,13
4053,13
7060,13
411,13
4063,13
11137,13
12497,13
1289,13
5757,13
7336,13
10244,13
3599,13
1465,13
1548,13
2868,13
3233,13
3547,13
5686,13
2100,13
2285,13
2573,13
5812,13
2216,13
3569,13
6731,13
10384,13
8732,13
8922,13
3493,13
5483,13
6585,13
8735,13
141,13
4516,13
11870,13
592,13
8084,13
680,13
1383,13
4287,13
254,13
6441,13
478,13
2233,13
8277,13
3995,13
7373,13
9956,13
2527,13
6468,13
10229,13
1573,13
2400,13
10357,13
3380,13
3418,13
3642,13
4728,13
5815,13
5955,13
8729,13
2221,13
3873,13
4152,13
910,13
6310,13
1430,13
3187,13
3533,13
7153,13
344,13
4514,13
7307,13
1563,13
5634,13
7582,13
1954,13
5991,13
7502,13
7007,13
11812,13
1070,13
3107,13
3968,13
5314,13
6860,13
4046,13
2642,13
3186,13
4388,13
4556,13
9017,13
4628,13
6111,13
313,13
2696,13
5163,13
275,13
5456,13
9924,13
3554,13
5419,13
5919,13
9500,13
8101,13
1063,13
2676,13
5690,13
8057,13
4982,13
5721,13
7246,13
6352,13
8235,13
1928,13
2509,13
643,13
3368,13
5477,13
2182,13
2546,13
521,13
4106,13
7043,13
954,13
2208,13
5990,13
9460,13
6819,13
5803,12
9465,12
1084,12
1460,12
11280,12
1903,12
5345,12
7850,12
8222,12
9383,12
1884,12
3876,12
5074,12
6154,12
12210,12
481,12
2247,12
9721,12
918,12
1016,12
9258,12
11194,12
1533,12
2797,12
4798,12
5375,12
5383,12
5571,12
11478,12
1525,12
1863,12
1404,12
2225,12
3235,12
4321,12
7602,12
2079,12
8514,12
1156,12
1752,12
2697,12
3624,12
9687,12
2032,12
3595,12
5505,12
1493,12
5212,12
5759,12
1269,12
4919,12
844,12
2644,12
3370,12
2601,12
11326,12
1085,12
5238,12
9712,12
10368,12
3548,12
3741,12
4523,12
9824,12
3353,12
3990,12
5422,12
4591,12
13781,12
409,12
3216,12
5370,12
5765,12
10227,12
3184,12
4389,12
4989,12
222,12
2288,12
3586,12
6465,12
8280,12
2725,12
8427,12
230,12
6071,12
5516,12
11353,12
2181,12
4784,12
9247,12
47,12
1456,12
2284,12
2109,12
3498,12
3336,12
4822,12
1586,12
1599,12
3155,12
10377,12
2108,12
6718,12
8040,12
2329,12
2760,12
3798,12
10871,12
797,12
7768,12
10025,12
4338,12
10376,12
3861,12
4315,12
8208,12
11050,12
2967,12
7616,12
10975,12
1608,12
4288,12
2383,12
3572,12
5590,12
7286,12
9944,12
7793,12
852,12
2158,12
6146,12
7660,12
328,12
1627,12
6416,12
429,12
1988,12
7470,12
2712,12
4564,12
12358,12
582,12
5551,12
10104,12
10899,12
8548,12
2177,12
2651,12
4157,12
9862,12
10306,12
6017,12
6994,12
10017,12
2613,12
3049,12
6181,12
4226,12
6160,12
266,12
2803,12
4529,12
6261,12
7601,12
9623,12
4212,12
7914,12
7520,12
2105,12
2554,12
2571,12
3635,12
9046,12
10447,12
5054,12
5917,12
10115,12
10512,12
13221,12
2176,12
2856,12
4494,12
5738,12
1186,12
7549,12
2743,12
9906,12
936,12
1252,12
2220,12
1181,12
7870,12
8390,12
2569,12
4416,12
5572,12
8474,12
1151,12
1253,12
7765,12
7641,12
9992,12
10016,12
2841,12
4073,12
5941,12
9031,12
9610,12
1330,12
1654,12
5166,12
2732,12
3637,12
207,12
3609,12
4933,12
5869,12
8102,12
1747,12
2534,12
10796,12
11136,12
316,12
461,12
2932,12
3163,12
5404,12
2567,12
8137,12
5372,12
2826,12
7509,12
1406,12
5342,12
9267,12
4023,12
1293,12
3300,12
5748,12
5943,12
1850,12
2206,12
2490,12
4567,12
761,12
8373,12
4075,12
9256,12
10479,12
7618,12
9994,12
7724,12
8446,12
1545,12
7638,12
8202,12
669,12
4215,12
4690,12
5795,12
9294,12
2581,12
9766,12
9859,12
4044,12
4054,12
1066,12
10722,12
2959,12
4731,12
10757,12
877,12
1432,12
4490,12
9271,12
1531,12
2214,12
5072,12
9619,12
1236,12
1998,12
7620,12
7814,12
3662,12
7180,12
7883,12
7909,12
585,12
2333,12
3090,12
5408,12
5451,12
6107,12
11089,12
10486,12
11548,12
11676,12
5035,12
2966,12
7463,12
10716,12
2358,12
6347,12
4008,12
7099,12
9985,12
3707,12
4344,12
10573,12
11528,12
4687,12
4689,12
7200,12
10453,12
814,12
3855,12
4673,12
13620,12
3998,12
2012,12
2290,12
8461,12
9634,12
793,12
3618,12
4272,12
6535,12
9019,12
3463,12
7951,12
10858,12
9600,12
2568,12
5138,12
3760,12
6769,12
1528,12
12371,12
2578,12
1368,12
5613,12
6758,12
9954,12
4278,12
7194,12
2715,12
4400,12
7511,12
10753,12
730,12
3576,12
4255,12
5313,12
95,12
482,12
6843,12
789,12
4563,12
2862,12
3064,12
5111,12
866,12
3385,12
3477,12
6507,12
256,12
1042,12
4275,12
490,12
7195,12
1767,12
809,12
9791,12
622,12
3553,12
1282,12
2088,12
3311,12
3953,12
5855,12
203,12
2530,12
3396,12
10568,12
899,12
6903,12
8541,12
5583,12
5747,12
735,12
1622,12
5623,12
7544,12
7593,12
534,12
2427,12
1842,12
3230,12
8245,12
1268,12
3977,12
5963,12
3424,12
2280,12
2430,12
6070,12
726,12
6881,12
6305,12
83,12
10576,12
11275,12
3238,12
2379,12
7381,12
3680,12
5021,12
7671,12
4895,12
8994,12
10516,12
1728,12
4737,12
3191,12
1684,12
8714,12
1106,12
8195,12
8403,12
9356,12
5060,12
4856,12
4871,12
7064,12
8089,12
1984,12
2974,12
6516,12
7625,12
8050,12
9026,12
2825,12
3737,12
1004,12
2276,12
7668,12
10048,12
6013,12
6412,12
10175,12
8076,12
10778,12
3299,12
3005,12
3578,12
9400,12
652,12
2766,12
4346,12
682,12
10179,12
4341,12
4810,12
681,12
11276,12
996,12
6069,12
8209,12
10145,12
10494,12
6930,12
7822,12
399,12
2745,12
745,12
2645,12
1900,12
3148,12
4330,12
4941,12
11095,12
841,12
1933,12
5301,12
6205,12
4811,12
4421,12
10034,12
3046,12
11871,12
1476,12
471,11
1829,11
5518,11
6658,11
1507,11
2387,11
2811,11
4161,11
6773,11
2996,11
3488,11
6825,11
2259,11
3089,11
7098,11
1977,11
2655,11
2559,11
6396,11
6832,11
8229,11
8450,11
8927,11
1808,11
5920,11
8146,11
9867,11
857,11
5934,11
9035,11
876,11
1212,11
2173,11
4713,11
6689,11
11885,11
1700,11
4418,11
5962,11
9097,11
796,11
1537,11
1183,11
3198,11
4153,11
6056,11
385,11
6741,11
9217,11
7800,11
9714,11
497,11
4083,11
6855,11
3151,11
3582,11
5895,11
8127,11
3626,11
5854,11
10354,11
11041,11
1871,11
3127,11
3435,11
3941,11
10910,11
3133,11
3411,11
6437,11
6847,11
8329,11
384,11
831,11
5123,11
6865,11
2322,11
3666,11
5606,11
9482,11
10116,11
5448,11
1398,11
2595,11
4610,11
6956,11
8782,11
12841,11
2723,11
738,11
2701,11
3260,11
6896,11
4047,11
4227,11
4526,11
3546,11
12273,11
2031,11
3888,11
4387,11
1796,11
1961,11
2521,11
4203,11
7266,11
12088,11
232,11
5042,11
9988,11
3991,11
6929,11
3862,11
4459,11
5084,11
5478,11
6350,11
6836,11
2192,11
4076,11
6326,11
7890,11
8621,11
8721,11
9548,11
10310,11
556,11
1244,11
6014,11
6394,11
6515,11
6946,11
7896,11
3104,11
3734,11
6560,11
7398,11
7696,11
8010,11
355,11
696,11
5354,11
6480,11
10352,11
386,11
1723,11
2082,11
10346,11
1382,11
1626,11
2191,11
4435,11
6099,11
9340,11
704,11
3636,11
4663,11
7335,11
9291,11
2239,11
3648,11
4102,11
11180,11
896,11
1504,11
2957,11
3208,11
5811,11
8587,11
3593,11
9234,11
10407,11
5336,11
3607,11
3754,11
4450,11
7733,11
10697,11
1323,11
1399,11
2768,11
5082,11
6729,11
8238,11
9493,11
10497,11
2536,11
6759,11
636,11
10937,11
11332,11
4966,11
6694,11
8185,11
3509,11
6579,11
6764,11
4645,11
4562,11
7349,11
9980,11
283,11
6824,11
8896,11
431,11
1670,11
3439,11
4279,11
4995,11
6165,11
11211,11
5440,11
5510,11
6322,11
11594,11
570,11
1026,11
7980,11
8594,11
9660,11
9834,11
4781,11
6308,11
1146,11
3506,11
4820,11
4846,11
9816,11
1028,11
2232,11
3209,11
7735,11
6323,11
7703,11
545,11
5545,11
8039,11
1167,11
4027,11
5954,11
6127,11
7528,11
3894,11
9385,11
163,11
191,11
1341,11
2985,11
4739,11
6529,11
6974,11
2072,11
9305,11
10315,11
2492,11
6803,11
9015,11
10266,11
1436,11
2844,11
5109,11
8385,11
11070,11
3584,11
3676,11
5489,11
6906,11
9537,11
5702,11
4318,11
4623,11
3931,11
4130,11
554,11
1048,11
1692,11
2909,11
3694,11
3762,11
1326,11
2150,11
3440,11
7291,11
10685,11
2801,11
5420,11
5494,11
3612,11
6335,11
3015,11
5446,11
1470,11
11193,11
12173,11
1703,11
4967,11
8196,11
10350,11
358,11
854,11
1831,11
5471,11
9238,11
675,11
1649,11
6019,11
8189,11
2241,11
4113,11
7083,11
937,11
3784,11
7538,11
10740,11
6085,11
318,11
2401,11
2887,11
4143,11
6512,11
2004,11
4946,11
1967,11
5661,11
8262,11
9114,11
9904,11
9014,11
5421,11
7653,11
8128,11
594,11
614,11
11035,11
677,11
4184,11
6138,11
698,11
2667,11
3588,11
4453,11
7650,11
7995,11
9755,11
1154,11
2202,11
8598,11
10561,11
733,11
2561,11
5630,11
8330,11
9524,11
537,11
1096,11
2983,11
3513,11
5956,11
6369,11
7268,11
1036,11
2111,11
3660,11
5720,11
10482,11
1779,11
5556,11
5742,11
6344,11
10559,11
757,11
930,11
3443,11
3575,11
4601,11
5925,11
9303,11
11272,11
23,11
4939,11
5432,11
5603,11
736,11
791,11
4550,11
1365,11
4522,11
6402,11
247,11
3777,11
343,11
439,11
956,11
1837,11
2674,11
3164,11
4011,11
5443,11
994,11
3821,11
1297,11
1388,11
1790,11
3052,11
5393,11
7836,11
8424,11
8465,11
467,11
1200,11
2951,11
8252,11
8671,11
13819,11
400,11
1317,11
2258,11
2345,11
8965,11
1746,11
4142,11
5092,11
8228,11
11396,11
12299,11
1058,11
1347,11
8336,11
8995,11
1609,11
13163,11
3266,11
1825,11
2226,11
4981,11
7629,11
8958,11
11416,11
4292,11
7059,11
3807,11
6752,11
10086,11
10620,11
8368,11
13731,11
952,11
3742,11
320,11
2793,11
11225,11
4370,11
4503,11
4586,11
5996,11
9598,11
10701,11
3935,11
6613,11
7138,11
80,11
1987,11
3016,11
4803,11
11472,11
5201,11
6565,11
9083,11
1126,11
3205,11
3510,11
5710,11
8295,11
10432,11
1558,11
6159,11
921,11
2075,11
4767,11
5434,11
8584,11
11126,11
6870,11
1099,11
2669,11
7163,11
741,11
5368,11
2125,11
3322,11
7563,11
9969,11
10023,11
1177,11
1393,11
1514,11
3253,11
3713,11
4051,11
5161,11
6368,11
5093,11
5723,11
338,11
98,11
195,11
1257,11
3302,11
595,11
1524,11
5352,11
5779,11
1173,11
1631,11
4696,11
7395,11
371,11
2450,11
4241,11
5310,11
6409,11
469,11
11046,11
10616,11
3992,11
4746,11
5046,11
7542,11
4868,11
2660,11
9581,11
109,11
940,11
4492,11
6121,11
6349,11
718,11
1554,11
2816,11
5587,11
5881,11
708,11
6708,11
783,11
7185,11
9000,11
2151,11
5430,11
7529,11
10203,11
12204,11
2916,11
3672,11
4362,11
7712,11
8515,11
11730,11
781,11
1794,11
3965,11
4268,11
10784,11
1860,11
8020,11
2767,11
6444,11
8736,11
9910,11
2263,11
6915,11
546,11
2101,11
2946,11
3928,11
4609,11
4685,11
349,11
7298,11
8775,11
1753,11
242,11
5295,11
9661,11
12552,11
2611,11
3558,11
3914,11
7585,11
10455,11
2334,11
3113,11
1262,11
3447,11
3942,11
4771,11
5746,11
4112,11
7111,11
7172,11
9049,11
12144,11
1819,11
1112,11
1652,11
4872,11
6701,11
7809,11
1428,11
3348,11
6652,11
7813,11
3295,11
4988,11
5209,11
184,11
1836,11
557,11
700,11
915,11
3176,11
10328,11
1976,11
2949,11
4719,11
10908,11
4659,11
9359,11
9713,11
2514,11
10515,11
864,11
2215,11
4179,11
6972,11
9050,11
2976,11
6061,11
8471,11
9321,11
12600,11
2295,11
4598,11
5275,11
7384,11
8710,11
1867,11
4331,11
5436,11
10762,11
2117,11
2425,11
3874,11
1204,11
2570,11
11359,11
3416,11
5754,11
7609,11
4234,11
6524,11
13637,11
3688,11
315,11
1656,11
3846,11
7624,11
8754,11
5431,11
6306,11
7874,11
148,10
12940,10
243,10
2580,10
3698,10
7417,10
1322,10
5287,10
10798,10
4078,10
2249,10
3561,10
8211,10
1157,10
3105,10
5995,10
6176,10
6866,10
10597,10
1466,10
2238,10
3691,10
5100,10
3703,10
5692,10
6678,10
9433,10
961,10
1160,10
3087,10
10022,10
3601,10
4796,10
7342,10
11954,10
5605,10
7571,10
11059,10
5417,10
